Pattern,ClusterNumber1,,Count,Cluster_number.Record.,paste..Cluster....Cluster_number.Record..
有効成分<BR>[Number][Unit]中に[ActIngreName]（別名：[ActIngreOtherName]）[Number][Unit]と[ActIngreName][Number][Unit]を含有する,35,44,1,4,Cluster  4
有効成分<BR>[Number][Unit]中に下記の成分を含有する<<BR>>（[DrugParts]）<BR>[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit]<<BR>>（[DrugParts]）<BR>[ActIngreName][Number][Unit][ActIngreName][Number][Unit],57,32,1,4,Cluster  4
有効成分<BR>[Number][Unit]中に次の成分を含有する[ActIngreName][Number][Unit],35,44,2,4,Cluster  4
有効成分<BR>[Number][Unit]中に次の成分を含有する[ActIngreName][Number][Unit][ActIngreName][Number][Unit],35,44,1,4,Cluster  4
有効成分<BR>[Number][Unit]中に次の成分を含有する[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit],35,44,1,4,Cluster  4
有効成分<BR>[Number][Unit]中に次の成分を含有する[ActIngreName][Number][Unit][ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number]＄[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit],35,44,1,4,Cluster  4
有効成分<BR>[Number][Unit]中の含有量[ActIngreName][Number][Unit],35,44,2,4,Cluster  4
有効成分<BR>[Number][Unit]（[Number][Unit]）中に[ActIngreName][ActIngreName][Number][Unit]を含有する,35,44,1,4,Cluster  4
有効成分<BR>[Number][Unit]（[Number][Unit]）中に[ActIngreName][Number][Unit]を含有する,35,44,7,4,Cluster  4
有効成分<BR>[Number][Unit]（[Number][Unit]）中に[ActIngreName][Number][Unit]及び[ActIngreName][Number][Unit]を含有する,35,44,1,4,Cluster  4
有効成分<BR>[Number][Unit]（[Number][Unit]）中に[ActIngreName]（別名：[ActIngreName]）[Number][Unit]を含有する,35,44,3,4,Cluster  4
有効成分<BR>[Number][Unit]（[Number][Unit]）中に次の成分を含有する[ActIngreName]：[Number][Unit][ActIngreName]（別名：[ActIngreName]）：[Number][Unit],35,44,1,4,Cluster  4
有効成分含有量<BR>[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit],35,44,1,4,Cluster  4
有効成分含有量<BR>[Number][Unit]中[ActIngreName][Number][Unit],35,44,2,4,Cluster  4
有効成分含有量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit],35,44,6,4,Cluster  4
有効成分含有量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]（[ActIngreName]は[ActIngreName]（[Fomula]）[Number][Unit]以上を含有する）,35,44,1,4,Cluster  4
有効成分含有量（[Number][Unit]中）<BR>[ActIngreName]（[ActIngreName]として）[Number][Unit],35,44,1,4,Cluster  4
有効成分含有量（[Number][Unit]中）<BR>[ActIngreName]（[Number][Unit]）,35,44,2,4,Cluster  4
有効成分含有量（[Number][Unit]中）：<BR>[ActIngreName]として[Number][Unit],35,44,1,4,Cluster  4
有効成分（[CaseName][Number][Unit]中）<BR>[ActIngreName][Number][Unit]含有：[CaseName]の面積は[Number][Unit],35,44,6,4,Cluster  4
有効成分（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]含有,35,44,3,4,Cluster  4
有効成分（[Number][Unit]（[Number][Unit]）中の含有量）<BR>[ActIngreName][Number][Unit],35,44,1,4,Cluster  4
有効成分：<BR>[Number][Unit]中[ActIngreName][Number][Unit]含有,35,44,1,4,Cluster  4
有効成分：[Number][Unit]中[ActIngreName][Number][Unit]<<BR>>内容量（[Unit]）：[Number]<<BR>>[ActIngreName]含有量（ｍｇ／[Unit]）：[Number]<<BR>>[Number][Unit]中の[ActIngreName]含有量（[Unit]）：[Number],34,42,1,4,Cluster  4
有効成分：[Number][Unit]中の含有量<BR>[ActIngreName]：[Number][Unit],35,44,4,4,Cluster  4
有効成分：[Number][Unit]中の含有量<BR>[ActIngreName]：[Number][Unit][ActIngreName]：[Number][Unit],35,44,1,4,Cluster  4
本剤は[Number][Unit]中[ActIngreName][Number][Unit]に[ActIngreName]量として[Number][Unit]（[Number][Unit]）を含有する．<<BR>>内容量（[Unit]）<BR>[Number]<<BR>>[ActIngreName]含有量（ｍｇ／[Unit]）<BR>[Number]<<BR>>[Number][Unit]中の[ActIngreName]含有量（[Unit]）<BR>[Number],34,42,1,4,Cluster  4
本剤は[Number][Unit]中に[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）を含有する<<BR>>[ActIngreName]含有量（ｍｇ／[Unit]）<BR>[Number]<<BR>>内容量（[Unit]）<BR>[Number]<<BR>>[Number][Unit]中の[ActIngreName]含有量（[Unit]）<BR>[Number],34,42,6,4,Cluster  4
本剤は[Number][Unit]中に[ActIngreName][Number][Unit]（[ActIngreName]量として[Number][Unit]に相当する）を含有する<<BR>>[ActIngreName]含有量（ｍｇ／[Unit]）<BR>[Number]<<BR>>内容量（[Unit]）<BR>[Number]<<BR>>有効成分：[ActIngreName]（[Unit]）（[ActIngreName]含有量（[Unit]））<BR>[Number]（[Number]）,34,42,16,4,Cluster  4
本品[Number][Unit]中下記の成分分量を含有する<<BR>>[Number][Unit]中[ActIngreName][Number][Unit]を含有する,70,33,2,4,Cluster  4
本製品は以下の[Number][Unit]を組み合わせたものである<<BR>>[Number][Unit]（[Number][Unit]）中<BR>[BrandName][Number][Unit][BrandName][Number][Unit][BrandName][Number][Unit]<<BR>>[Number][Unit]各々の組成は次のとおりである<<BR>>[BrandName]<BR>[Number][Unit]中の有効成分[ActIngreName][Number][Unit]<<BR>>[BrandName]<BR>[Number][Unit]中の有効成分[ActIngreName][Number][Unit]<<BR>>[BrandName]<BR>[Number][Unit]中の有効成分[ActIngreName][Number][Unit],25,43,1,4,Cluster  4
組成<BR>[BrandName]は[Number][Unit]中[ActIngreName][Number][Unit][ActIngreName]結晶セルロース[ActIngreName][ActIngreName]ステア[ActIngreName]マグネシウムを含有する,58,41,1,4,Cluster  4
組成<BR>[BrandName]は[Number][Unit]中[ActIngreName][Number][Unit]および[ActIngreName][Number][Unit]を含有するまた,58,41,2,4,Cluster  4
組成<BR>[BrandName]は[Number][Unit]中[ActIngreName][Number][Unit]を含有する,58,41,5,4,Cluster  4
組成<BR>[BrandName]は[Number][Unit]中[ActIngreName][Number][Unit]を含有するまた,58,41,2,4,Cluster  4
組成<BR>[BrandName]は[Number][Unit]中[ActIngreName][Number][Unit]及び[ActIngreName][Number][Unit]を含有するまた,58,41,1,4,Cluster  4
組成<BR>[BrandName]は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する,58,41,1,4,Cluster  4
組成<BR>[BrandName]は[Number][Unit]中に[ActIngreName]を[Number][Unit]含有する,58,41,2,4,Cluster  4
組成<BR>[BrandName]は[Number][Unit]中に下記の成分分量を含有する製剤である[ActIngreName][Number][Unit],46,35,1,4,Cluster  4
組成<BR>[BrandName]は[Number][Unit]中下記の成分を含有する[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit],20,31,1,4,Cluster  4
組成<BR>[BrandName]は[Number][Unit]中下記の成分を含有する[ActIngreName][Number]…[Number][Unit][ActIngreName][Number]…[Number][Unit][ActIngreName]…[Number][Unit][ActIngreName]…[Number][Unit],20,31,1,4,Cluster  4
組成<BR>[BrandName]は[Number][Unit]中下記の成分を含有する[ActIngreName][Number]…[Number][Unit][ActIngreName]…[Number][Unit][ActIngreName]…[Number][Unit][ActIngreName]…[Number][Unit][ActIngreName]…[Number][Unit],20,31,3,4,Cluster  4
組成<BR>[BrandName]は[Number][Unit]中下記の成分を含有する[ActIngreName]…[Number][Unit][ActIngreName]…[Number][Unit][ActIngreName]…[Number][Unit],20,31,1,4,Cluster  4
組成<BR>[BrandName]は[Number][Unit]中下記の成分を含有する[ActIngreName]…[Number][Unit]（[ActIngreName]として[Number][Unit]）[ActIngreName]…[Number][Unit],20,31,1,4,Cluster  4
組成<BR>[BrandName]は[Number][Unit]（[Number][Unit]）中[ActIngreName][Number][Unit]を含有する,58,41,9,4,Cluster  4
組成<BR>[BrandName]は[Number][Unit]（[Number][Unit]）中下記の成分を含有する[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）,20,31,1,4,Cluster  4
組成<BR>[DrugParts][Number][Unit]中に[ActIngreName][Number][Unit]を含有する,4,40,5,4,Cluster  4
組成<BR>[Number][Unit]中[ActIngreName][Number][Unit]を含有,4,40,1,4,Cluster  4
組成<BR>[Number][Unit]中[ActIngreName][Number][Unit]を含有する,4,40,5,4,Cluster  4
組成<BR>[Number][Unit]中[ActIngreName][Number][Unit]含有,4,40,1,4,Cluster  4
組成<BR>[Number][Unit]中[ActIngreName][Number][Unit]（[Number][Unit]）含有,4,40,1,4,Cluster  4
組成<BR>[Number][Unit]中に[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit]を含有する,4,40,1,4,Cluster  4
組成<BR>[Number][Unit]中に[ActIngreName][Number][Unit]を含有する,4,40,19,4,Cluster  4
組成<BR>[Number][Unit]中に次の成分を含有する[ActIngreName]…[Number][Unit][ActIngreName]…[Number][Unit],35,44,2,4,Cluster  4
組成<BR>[Number][Unit]（[Number][Unit]×[Number][Unit]）中に[ActIngreName][Number][Unit]を含有する,4,40,1,4,Cluster  4
規格<BR>[Number][Unit]中[ActIngreName][Number][Unit]を含有する,4,40,1,4,Cluster  4
販売名<BR>[BrandName]<<BR>>容量（[Number][Unit]中）<BR>[Number][Unit]<<BR>>[ActIngreName]含量[Number][Unit]中<BR>[Number][Unit]<<BR>>[ActIngreName]含量[Number][Unit]中<BR>[Number][Unit],81,29,3,4,Cluster  4
販売名<BR>[BrandName]<<BR>>成分<BR>[ActIngreName]<<BR>>含量<BR>[Number][Unit],81,29,4,4,Cluster  4
販売名<BR>[BrandName]<<BR>>成分<BR>[ActIngreName]<<BR>>含量（[Number][Unit]中）<BR>[Number][Unit],81,29,13,4,Cluster  4
販売名<BR>[BrandName]<<BR>>成分<BR>[ActIngreName]<<BR>>含量（[Number][Unit]中）<BR>[Number][Unit]（[ActIngreName]として[Number][Unit]）,81,29,2,4,Cluster  4
販売名<BR>[BrandName]<<BR>>成分分量<BR>（[Number][Unit][Number][Unit]中）[ActIngreName][Number][Number][Unit],82,30,1,4,Cluster  4
販売名<BR>[BrandName]<<BR>>成分分量<BR>（[Number][Unit][Number][Unit]中）[ActIngreName][Number][Unit],82,30,3,4,Cluster  4
販売名<BR>[BrandName]<<BR>>成分分量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit],82,30,41,4,Cluster  4
販売名<BR>[BrandName]<<BR>>成分分量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]<<BR>>剤形性状<BR>[Color]粘稠性のある無菌[Form]性[Form]<<BR>>ｐＨ<BR>[Number],82,30,1,4,Cluster  4
販売名<BR>[BrandName]<<BR>>成分分量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）,82,30,4,4,Cluster  4
販売名<BR>[BrandName]<<BR>>成分分量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）<<BR>>剤形<BR>[Form]性[Form],82,30,2,4,Cluster  4
販売名<BR>[BrandName]<<BR>>成分含有量（[Number][Unit]（[Number][Unit]）中）：有効成分<BR>[ActIngreName][Number][Unit],29,28,1,4,Cluster  4
販売名<BR>[BrandName]<<BR>>成分含有量（[Number][Unit]（[Number][Unit]）中）：有効成分<BR>[ActIngreName]：[Number][Unit],29,28,1,4,Cluster  4
販売名<BR>[BrandName]<<BR>>成分含有量：有効成分<BR>[Number][Unit]（[Number][Unit]）中：[ActIngreName][Number][Unit],29,28,2,4,Cluster  4
販売名<BR>[BrandName]<<BR>>成分含量<BR>[ActIngreName][Number][Unit],81,29,1,4,Cluster  4
販売名<BR>[BrandName]<<BR>>成分含量<BR>[ActIngreName][Number][Unit]（[Number][Unit][Number][Unit]中）,81,29,1,4,Cluster  4
販売名<BR>[BrandName]<<BR>>成分含量<BR>[ActIngreName][Number][Unit]（[Number][Unit]中）,81,29,8,4,Cluster  4
販売名<BR>[BrandName]<<BR>>成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit],81,29,6,4,Cluster  4
販売名<BR>[BrandName]<<BR>>成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）,81,29,1,4,Cluster  4
販売名<BR>[BrandName]<<BR>>成分含量[Number][Unit]（[Number][Unit]中）<BR>[ActIngreName][Number][Unit],81,29,3,4,Cluster  4
販売名<BR>[BrandName]<<BR>>成分含量[Number][Unit]（[Number][Unit]中）<BR>[ActIngreName]（[ActIngreName]として）[Number][Unit][ActIngreName][Number][Unit],81,29,1,4,Cluster  4
販売名<BR>[BrandName]<<BR>>成分含量（[Number][Unit][Number][Unit]中）<BR>[ActIngreName][Number][Unit],81,29,2,4,Cluster  4
販売名<BR>[BrandName]<<BR>>成分含量（[Number][Unit][Number][Unit]中）<BR>[ActIngreName]（[ActIngreName]として）[Number][Unit],81,29,1,4,Cluster  4
販売名<BR>[BrandName]<<BR>>成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit],81,29,30,4,Cluster  4
販売名<BR>[BrandName]<<BR>>成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]<<BR>>[ActIngreName][Number][Unit],81,29,1,4,Cluster  4
販売名<BR>[BrandName]<<BR>>成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]<<BR>>剤形<BR>[Form],81,29,2,4,Cluster  4
販売名<BR>[BrandName]<<BR>>成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]<<BR>>剤形<BR>[Form]<<BR>>色調<BR>[Color]淡赤[Color]又は淡赤[Color]色,81,29,1,4,Cluster  4
販売名<BR>[BrandName]<<BR>>成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]<<BR>>色剤形<BR>[Color]の[Form],81,29,1,4,Cluster  4
販売名<BR>[BrandName]<<BR>>成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit][ActIngreName][Number][Unit],81,29,2,4,Cluster  4
販売名<BR>[BrandName]<<BR>>成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit],81,29,1,4,Cluster  4
販売名<BR>[BrandName]<<BR>>成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit][ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）,81,29,2,4,Cluster  4
販売名<BR>[BrandName]<<BR>>成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]含有,81,29,5,4,Cluster  4
販売名<BR>[BrandName]<<BR>>成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]含有（[ActIngreName]として[Number][Unit]含有）[ActIngreName][Number][Unit]含有,81,29,1,4,Cluster  4
販売名<BR>[BrandName]<<BR>>成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]含有（[Number][Unit]）,81,29,1,4,Cluster  4
販売名<BR>[BrandName]<<BR>>成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）,81,29,2,4,Cluster  4
販売名<BR>[BrandName]<<BR>>成分含量（[Number][Unit]中）<BR>[ActIngreName]として[Number][Unit],81,29,2,4,Cluster  4
販売名<BR>[BrandName]<<BR>>成分含量（[Number][Unit]中）<BR>[ActIngreName]（[ActIngreName]として）[Number][Unit],81,29,1,4,Cluster  4
販売名<BR>[BrandName]<<BR>>成分含量（[Number][Unit]中）<BR>[ActIngreName]：[Number][Unit],81,29,1,4,Cluster  4
販売名<BR>[BrandName]<<BR>>成分（[Number][Unit]中）：有効成分含有量<BR>[ActIngreName][Number][Unit],29,28,16,4,Cluster  4
販売名<BR>[BrandName]<<BR>>成分（[Number][Unit]中）：有効成分含有量<BR>[ActIngreName][Number][Unit]（[Number][Unit]）,29,28,1,4,Cluster  4
販売名<BR>[BrandName]<<BR>>成分：有効成分含有量<BR>[Number][Unit]中[ActIngreName]（[ActIngreName]）[Number][Unit],29,28,2,4,Cluster  4
販売名<BR>[BrandName]<<BR>>成分：有効成分含有量<BR>[Number][Unit]中[ActIngreName]：[Number][Unit],29,28,3,4,Cluster  4
販売名<BR>[BrandName]<<BR>>有効成分<BR>[Number][Unit]中[ActIngreName][Number][Unit],29,28,2,4,Cluster  4
販売名<BR>[BrandName]<<BR>>有効成分<BR>[Number][Unit]中に[ActIngreName][Number][Unit]を含有する,29,28,2,4,Cluster  4
販売名<BR>[BrandName]<<BR>>有効成分<BR>[Number][Unit]中に[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）を含有する,29,28,2,4,Cluster  4
販売名<BR>[BrandName]<<BR>>有効成分<BR>[Number][Unit]中に[ActIngreName]（別名：[ActIngreName]）[Number][Unit]を含有する,29,28,1,4,Cluster  4
販売名<BR>[BrandName]<<BR>>有効成分含有量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit],29,28,2,4,Cluster  4
販売名<BR>[BrandName]<<BR>>有効成分（[Number][Unit]中含量）<BR>[ActIngreName]（[Number][Unit]）,81,29,5,4,Cluster  4
販売名<BR>[BrandName]<<BR>>有効成分（[Number][Unit]中）<BR>[ActIngreName][Form][Number][Unit],29,28,1,4,Cluster  4
販売名<BR>[BrandName]<<BR>>有効成分（[Number][Unit]中）<BR>[ActIngreName][Number][Unit][ActIngreName][Number][Unit],29,28,1,4,Cluster  4
販売名<BR>[BrandName]<<BR>>有効成分（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）,29,28,8,4,Cluster  4
販売名<BR>[BrandName]<<BR>>有効成分（[Number][Unit]中）<BR>[ActIngreName]…[Number][Unit],29,28,2,4,Cluster  4
販売名<BR>[BrandName]<<BR>>組成<BR>[Number][Unit]（[Number][Unit]）中[ActIngreName][Number][Unit]を含有,58,41,1,4,Cluster  4
販売名<BR>[BrandName]<<BR>>組成成分（[Number][Unit]中）<BR>[ActIngreName][Number][Unit],82,30,1,4,Cluster  4
販売名<BR>[BrandName]<<BR>>組成成分（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）,82,30,1,4,Cluster  4
販売名<BR>[BrandName]<<BR>>（[Number][Unit][Number][Unit]中）有効成分（[ActIngreName]）<BR>[Number][Unit],29,28,3,4,Cluster  4
販売名<BR>[BrandName]（[Number][Unit]中）<<BR>>成分分量<BR>[ActIngreName][Number][Unit],82,30,5,4,Cluster  4
販売名<BR>ハリケインリキッド歯科用[Number][Unit]<<BR>>成分<BR>[ActIngreName]<<BR>>含量（[Number][Unit]中）<BR>[Number][Unit]<<BR>>販売名<BR>[BrandName]<<BR>>成分<BR>[ActIngreName]<<BR>>含量（[Number][Unit]中）<BR>[Number][Unit],81,29,1,4,Cluster  4
販売名<BR>ポロセーブ[Form][Number][Unit]<<BR>>有効成分（[Number][Unit]中）<BR>[ActIngreName][Number][Unit],29,28,1,4,Cluster  4
販売名表示＝ＯＮ<BR>[BrandName]<<BR>>成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit],81,29,1,4,Cluster  4
販売名：<BR>[BrandName]<<BR>>成分：<BR>[ActIngreName]<<BR>>含量（[Number][Unit]中）：<BR>[Number][Unit],81,29,1,4,Cluster  4
販売名：<BR>[BrandName]<<BR>>有効成分：<BR>[Number][Unit]中[ActIngreName][Number][Unit]含有,29,28,1,4,Cluster  4
